date,city,country,temperature_c,humidity_pct,wind_speed_mps,pressure_hpa,precipitation_mm
2025-02-18,São Paulo,Brazil,17.0,77.8,2.8,1016.6,8.7
2025-02-18,Toronto,Canada,12.0,65.4,4.3,1014.4,0
2025-02-19,New York,USA,16.5,60.3,6.1,1010.0,0
2025-02-19,London,UK,15.3,62.9,6.1,1008.3,0
2025-02-19,Tokyo,Japan,21.6,62.1,5.0,1014.8,0
2025-02-19,Singapore,Singapore,33.6,73.7,3.6,1009.4,1.6
2025-02-19,Sydney,Australia,17.0,69.8,4.5,1023.2,0
2025-02-19,Cairo,Egypt,28.7,46.3,2.9,1016.4,0
2025-02-19,São Paulo,Brazil,17.6,81.1,1.8,1015.9,5.5
2025-02-19,Toronto,Canada,11.6,69.3,4.9,1012.6,2.5
2025-02-20,New York,USA,17.1,57.1,5.1,1007.1,0
2025-02-20,London,UK,15.3,61.6,7.2,1007.6,0
2025-02-20,Tokyo,Japan,23.3,60.0,4.9,1013.3,0
2025-02-20,Singapore,Singapore,32.9,77.3,2.6,1012.1,5.6
2025-02-20,Sydney,Australia,16.9,66.1,4.0,1022.4,0
2025-02-20,Cairo,Egypt,28.8,45.3,3.5,1015.2,0
2025-02-20,São Paulo,Brazil,16.4,80.0,2.9,1015.0,3.3
2025-02-20,Toronto,Canada,12.2,64.5,3.7,1012.7,0
2025-02-21,New York,USA,17.9,58.5,6.2,1008.2,0
2025-02-21,London,UK,14.5,61.2,5.9,1008.8,0
2025-02-21,Tokyo,Japan,24.0,61.7,5.3,1015.0,0
2025-02-21,Singapore,Singapore,33.6,73.1,2.6,1014.1,3.3
2025-02-21,Sydney,Australia,17.8,66.4,4.0,1021.3,0
2025-02-21,Cairo,Egypt,27.0,43.8,2.7,1017.0,0
2025-02-21,São Paulo,Brazil,16.5,81.4,2.4,1016.9,11.9
2025-02-21,Toronto,Canada,13.2,64.1,5.1,1012.8,0
2025-02-22,New York,USA,17.6,57.3,6.5,1007.3,0
2025-02-22,London,UK,15.7,61.8,5.8,1008.4,0
2025-02-22,Tokyo,Japan,23.9,61.3,5.0,1016.3,0
2025-02-22,Singapore,Singapore,34.7,76.5,2.1,1014.5,1.4
2025-02-22,Sydney,Australia,16.9,70.3,4.0,1021.4,4.1
2025-02-22,Cairo,Egypt,27.5,43.7,3.3,1013.8,0
2025-02-22,São Paulo,Brazil,15.2,77.5,1.9,1015.8,8.0
2025-02-22,Toronto,Canada,12.2,65.0,4.5,1013.4,0
2025-02-23,New York,USA,17.6,53.0,6.8,1008.5,0
2025-02-23,London,UK,15.3,62.2,6.3,1006.9,0
2025-02-23,Tokyo,Japan,23.7,57.7,4.0,1016.2,0
2025-02-23,Singapore,Singapore,33.4,78.8,1.8,1014.5,4.6
2025-02-23,Sydney,Australia,17.4,67.6,4.4,1021.6,0
2025-02-23,Cairo,Egypt,28.8,44.7,3.3,1016.9,0
2025-02-23,São Paulo,Brazil,16.8,79.8,2.8,1015.9,10.0
2025-02-23,Toronto,Canada,13.0,63.2,5.1,1011.9,0
2025-02-24,New York,USA,18.2,52.9,6.6,1008.4,0
2025-02-24,London,UK,16.3,60.4,6.4,1009.9,0
2025-02-24,Tokyo,Japan,23.4,63.6,4.7,1015.8,0
2025-02-24,Singapore,Singapore,34.3,75.1,2.5,1015.2,0
2025-02-24,Sydney,Australia,15.8,70.3,4.6,1022.3,1.8
2025-02-24,Cairo,Egypt,27.1,45.1,3.3,1013.1,0
2025-02-24,São Paulo,Brazil,15.2,75.9,2.1,1015.6,1.4
2025-02-24,Toronto,Canada,13.5,61.9,5.6,1012.1,0
2025-02-25,New York,USA,18.5,52.3,5.5,1006.7,0
2025-02-25,London,UK,17.6,62.2,6.4,1008.0,0
2025-02-25,Tokyo,Japan,24.1,61.1,3.4,1017.9,0
2025-02-25,Singapore,Singapore,34.5,80.6,1.8,1013.6,6.7
2025-02-25,Sydney,Australia,16.4,68.9,3.9,1021.9,3.8
2025-02-25,Cairo,Egypt,28.7,44.1,2.9,1015.8,0
2025-02-25,São Paulo,Brazil,14.9,81.2,2.6,1015.0,9.2
2025-02-25,Toronto,Canada,13.0,63.3,5.4,1011.7,0
2025-02-26,New York,USA,20.0,55.4,7.0,1010.0,0
2025-02-26,London,UK,17.9,60.3,5.4,1009.5,0
2025-02-26,Tokyo,Japan,22.9,59.7,4.5,1017.5,0
2025-02-26,Singapore,Singapore,34.2,76.3,2.0,1015.4,7.0
2025-02-26,Sydney,Australia,16.4,73.0,4.2,1022.8,2.3
2025-02-26,Cairo,Egypt,27.2,44.5,3.5,1012.2,0
2025-02-26,São Paulo,Brazil,14.6,78.0,2.4,1013.1,2.9
2025-02-26,Toronto,Canada,13.1,61.0,5.0,1009.3,0
2025-02-27,New York,USA,19.1,51.8,6.9,1009.1,0
2025-02-27,London,UK,17.8,63.4,6.4,1010.0,0
2025-02-27,Tokyo,Japan,24.9,64.4,3.6,1016.8,0
2025-02-27,Singapore,Singapore,34.7,76.2,2.2,1015.8,9.2
2025-02-27,Sydney,Australia,16.4,70.8,4.5,1021.1,2.1
2025-02-27,Cairo,Egypt,28.7,42.9,3.8,1012.9,0
2025-02-27,São Paulo,Brazil,15.5,78.4,3.3,1010.6,2.4
2025-02-27,Toronto,Canada,12.9,59.1,6.3,1008.1,0
2025-02-28,New York,USA,21.2,56.2,5.5,1009.8,0
2025-02-28,London,UK,17.1,62.4,5.3,1012.1,0
2025-02-28,Tokyo,Japan,23.8,61.7,2.9,1017.7,0
2025-02-28,Singapore,Singapore,34.9,80.2,1.4,1014.4,9.9
2025-02-28,Sydney,Australia,14.6,70.8,3.9,1021.9,0
2025-02-28,Cairo,Egypt,27.8,43.1,4.2,1011.1,0
2025-02-28,São Paulo,Brazil,14.0,76.6,3.3,1011.6,5.9
2025-02-28,Toronto,Canada,12.2,63.3,6.0,1010.3,0
2025-03-01,New York,USA,20.0,55.4,6.3,1008.4,0
2025-03-01,London,UK,17.2,62.7,5.4,1009.7,0
2025-03-01,Tokyo,Japan,23.7,64.5,3.1,1019.3,0
2025-03-01,Singapore,Singapore,34.1,77.7,0.7,1016.5,3.2
2025-03-01,Sydney,Australia,15.4,73.5,4.9,1023.7,0.0
2025-03-01,Cairo,Egypt,28.4,43.3,2.8,1010.9,0
2025-03-01,São Paulo,Brazil,14.4,80.1,3.0,1011.0,5.5
2025-03-01,Toronto,Canada,14.3,60.1,6.2,1008.4,0
2025-03-02,New York,USA,22.2,54.4,6.6,1010.2,0
2025-03-02,London,UK,18.4,61.6,4.8,1012.8,0
2025-03-02,Tokyo,Japan,24.5,64.0,3.0,1020.6,0
2025-03-02,Singapore,Singapore,33.9,78.5,1.6,1016.5,9.2
2025-03-02,Sydney,Australia,14.4,75.1,3.9,1021.1,5.5
2025-03-02,Cairo,Egypt,27.8,42.6,4.4,1013.9,0
2025-03-02,São Paulo,Brazil,15.2,78.2,4.5,1009.5,8.4
2025-03-02,Toronto,Canada,12.7,61.3,6.4,1008.5,0
2025-03-03,New York,USA,21.5,51.9,6.5,1009.7,0
2025-03-03,London,UK,19.0,66.9,5.0,1011.0,0.3
2025-03-03,Tokyo,Japan,23.7,65.1,3.0,1019.4,0
2025-03-03,Singapore,Singapore,34.6,81.8,1.1,1016.5,7.6
2025-03-03,Sydney,Australia,14.0,73.7,4.0,1020.1,4.7
2025-03-03,Cairo,Egypt,26.7,44.3,4.0,1010.5,0
2025-03-03,São Paulo,Brazil,13.3,78.3,4.9,1009.8,7.3
2025-03-03,Toronto,Canada,14.5,57.6,5.5,1008.7,0
2025-03-04,New York,USA,21.9,55.1,4.8,1011.0,0
2025-03-04,London,UK,19.1,66.5,5.4,1014.1,0
2025-03-04,Tokyo,Japan,23.8,62.6,2.4,1019.9,0
2025-03-04,Singapore,Singapore,33.7,82.0,1.1,1014.9,11.9
2025-03-04,Sydney,Australia,14.2,71.8,4.7,1022.4,3.5
2025-03-04,Cairo,Egypt,27.7,41.4,3.5,1012.4,0
2025-03-04,São Paulo,Brazil,13.3,74.7,5.1,1010.6,5.4
2025-03-04,Toronto,Canada,13.8,60.8,5.6,1008.7,0
2025-03-05,New York,USA,21.1,54.7,5.2,1012.3,0
2025-03-05,London,UK,19.3,65.7,5.2,1012.5,0
2025-03-05,Tokyo,Japan,25.0,62.6,2.2,1020.0,0
2025-03-05,Singapore,Singapore,33.5,83.5,1.0,1015.3,6.2
2025-03-05,Sydney,Australia,12.4,72.0,5.0,1019.6,3.4
2025-03-05,Cairo,Egypt,27.2,41.3,4.2,1011.2,0
2025-03-05,São Paulo,Brazil,15.2,72.8,4.9,1007.2,3.1
2025-03-05,Toronto,Canada,16.0,60.8,5.9,1007.3,0
2025-03-06,New York,USA,23.6,50.4,5.0,1012.3,0
2025-03-06,London,UK,18.8,64.1,4.0,1012.5,0
2025-03-06,Tokyo,Japan,25.6,64.0,3.2,1021.7,0
2025-03-06,Singapore,Singapore,33.0,83.6,2.0,1014.6,7.5
2025-03-06,Sydney,Australia,12.0,71.5,5.7,1021.5,0
2025-03-06,Cairo,Egypt,28.8,44.7,4.7,1011.0,0
2025-03-06,São Paulo,Brazil,14.3,78.0,3.9,1010.3,5.8
2025-03-06,Toronto,Canada,14.3,59.6,6.6,1007.1,0
2025-03-07,New York,USA,22.4,52.5,4.4,1011.9,0
2025-03-07,London,UK,18.4,64.4,3.9,1015.9,0
2025-03-07,Tokyo,Japan,25.0,66.8,1.9,1022.3,0
2025-03-07,Singapore,Singapore,33.8,81.7,1.2,1015.7,8.2
2025-03-07,Sydney,Australia,13.3,75.7,5.2,1019.0,0.2
2025-03-07,Cairo,Egypt,27.9,43.5,4.7,1010.0,0
2025-03-07,São Paulo,Brazil,14.0,76.4,5.0,1006.5,6.2
2025-03-07,Toronto,Canada,16.4,56.2,5.7,1009.0,0
2025-03-08,New York,USA,24.0,54.1,4.7,1011.1,0
2025-03-08,London,UK,20.5,62.9,4.0,1015.9,0
2025-03-08,Tokyo,Japan,24.3,66.5,2.1,1020.7,1.2
2025-03-08,Singapore,Singapore,32.4,79.4,1.2,1015.7,3.5
2025-03-08,Sydney,Australia,13.0,71.4,4.7,1018.5,0.7
2025-03-08,Cairo,Egypt,27.2,38.7,4.5,1009.1,0
2025-03-08,São Paulo,Brazil,15.0,74.1,3.9,1009.5,7.6
2025-03-08,Toronto,Canada,16.2,55.8,6.0,1009.1,0
2025-03-09,New York,USA,24.5,54.8,4.1,1011.7,0
2025-03-09,London,UK,18.6,66.8,4.9,1017.3,0
2025-03-09,Tokyo,Japan,24.7,65.0,3.0,1021.0,0
2025-03-09,Singapore,Singapore,33.4,78.9,2.2,1015.8,8.7
2025-03-09,Sydney,Australia,12.9,74.3,5.7,1019.9,0.9
2025-03-09,Cairo,Egypt,27.5,42.4,5.3,1008.0,0
2025-03-09,São Paulo,Brazil,13.4,73.9,4.8,1006.5,3.1
2025-03-09,Toronto,Canada,15.9,54.8,6.5,1008.4,0
2025-03-10,New York,USA,22.9,52.0,4.4,1012.8,0
2025-03-10,London,UK,18.3,66.8,4.1,1016.3,2.7
2025-03-10,Tokyo,Japan,23.6,64.6,1.6,1021.0,0
2025-03-10,Singapore,Singapore,32.6,79.2,1.1,1012.8,8.0
2025-03-10,Sydney,Australia,10.9,74.2,5.8,1019.6,0
2025-03-10,Cairo,Egypt,27.7,36.8,5.7,1008.4,0
2025-03-10,São Paulo,Brazil,14.5,72.0,4.8,1007.8,0
2025-03-10,Toronto,Canada,17.2,57.9,5.3,1007.0,0
2025-03-11,New York,USA,23.8,54.9,4.9,1013.8,0
2025-03-11,London,UK,20.4,66.8,3.8,1014.6,0
2025-03-11,Tokyo,Japan,23.0,65.6,1.7,1021.3,0
2025-03-11,Singapore,Singapore,31.8,83.0,2.0,1015.8,8.1
2025-03-11,Sydney,Australia,11.7,72.0,6.6,1016.6,6.3
2025-03-11,Cairo,Egypt,28.8,40.5,4.7,1007.3,0
2025-03-11,São Paulo,Brazil,14.1,75.8,4.8,1008.8,7.0
2025-03-11,Toronto,Canada,17.4,57.7,5.7,1007.9,0
2025-03-12,New York,USA,24.1,53.0,3.4,1013.5,0
2025-03-12,London,UK,19.8,66.6,3.1,1015.6,0
2025-03-12,Tokyo,Japan,23.6,66.0,1.8,1019.6,0
2025-03-12,Singapore,Singapore,31.5,79.1,1.6,1014.7,11.3
2025-03-12,Sydney,Australia,10.7,70.4,5.3,1016.9,0
2025-03-12,Cairo,Egypt,28.2,38.2,6.1,1007.9,0
2025-03-12,São Paulo,Brazil,14.1,72.6,5.2,1007.2,3.2
2025-03-12,Toronto,Canada,17.5,53.8,5.7,1007.7,0
2025-03-13,New York,USA,23.4,55.8,3.6,1014.9,0
2025-03-13,London,UK,20.2,69.5,3.4,1018.7,2.5
2025-03-13,Tokyo,Japan,23.3,69.1,1.9,1022.5,2.3
2025-03-13,Singapore,Singapore,32.3,82.2,2.0,1011.7,11.5
2025-03-13,Sydney,Australia,10.9,73.4,6.8,1015.4,2.0
2025-03-13,Cairo,Egypt,28.4,40.3,4.8,1005.9,0
2025-03-13,São Paulo,Brazil,13.8,70.4,4.3,1006.6,2.0
2025-03-13,Toronto,Canada,17.6,56.2,6.1,1009.3,0
2025-03-14,New York,USA,23.3,54.9,3.2,1016.3,0
2025-03-14,London,UK,19.1,70.5,3.0,1017.6,3.1
2025-03-14,Tokyo,Japan,24.4,65.8,2.5,1021.4,0
2025-03-14,Singapore,Singapore,32.7,80.4,3.1,1012.1,4.3
2025-03-14,Sydney,Australia,10.9,75.2,6.6,1017.4,1.7
2025-03-14,Cairo,Egypt,30.1,40.1,4.8,1006.6,0
2025-03-14,São Paulo,Brazil,13.9,69.9,3.9,1006.3,3.6
2025-03-14,Toronto,Canada,17.3,54.9,5.6,1008.6,0
2025-03-15,New York,USA,24.2,54.6,4.1,1014.5,0
2025-03-15,London,UK,20.2,66.9,4.0,1018.8,0
2025-03-15,Tokyo,Japan,22.8,67.2,2.2,1022.7,0
2025-03-15,Singapore,Singapore,31.7,83.5,2.7,1012.7,10.6
2025-03-15,Sydney,Australia,10.7,72.4,7.1,1016.0,6.4
2025-03-15,Cairo,Egypt,29.9,39.0,4.9,1005.5,0
2025-03-15,São Paulo,Brazil,14.8,69.6,4.5,1007.5,4.0
2025-03-15,Toronto,Canada,19.5,53.9,5.6,1008.8,0
2025-03-16,New York,USA,23.3,53.6,2.8,1016.5,0
2025-03-16,London,UK,18.1,70.7,3.8,1016.0,4.0
2025-03-16,Tokyo,Japan,22.8,69.4,2.6,1021.3,1.1
2025-03-16,Singapore,Singapore,33.4,78.7,3.6,1010.1,2.4
2025-03-16,Sydney,Australia,9.7,70.0,6.2,1014.6,4.1
2025-03-16,Cairo,Egypt,29.3,33.3,5.5,1005.6,0
2025-03-16,São Paulo,Brazil,14.0,69.4,4.4,1006.2,0
2025-03-16,Toronto,Canada,18.8,54.4,5.4,1011.5,0
2025-03-17,New York,USA,24.6,55.3,3.7,1015.5,0
2025-03-17,London,UK,19.4,66.8,3.8,1018.6,0
2025-03-17,Tokyo,Japan,23.4,67.0,2.9,1019.9,0
2025-03-17,Singapore,Singapore,32.8,83.9,3.7,1010.7,9.5
2025-03-17,Sydney,Australia,9.7,72.6,7.2,1013.7,0.5
2025-03-17,Cairo,Egypt,30.5,33.7,5.5,1006.4,0
2025-03-17,São Paulo,Brazil,14.2,71.5,4.2,1008.8,0.7
2025-03-17,Toronto,Canada,18.8,54.2,4.1,1010.5,0
2025-03-18,New York,USA,23.9,53.0,3.2,1019.2,0
2025-03-18,London,UK,19.5,70.7,3.8,1017.6,4.5
2025-03-18,Tokyo,Japan,23.2,69.2,4.3,1021.6,0
2025-03-18,Singapore,Singapore,33.5,81.2,4.0,1009.6,5.7
2025-03-18,Sydney,Australia,10.4,73.1,6.9,1014.4,3.7
2025-03-18,Cairo,Egypt,31.4,36.0,5.2,1004.0,0
2025-03-18,São Paulo,Brazil,15.7,67.6,4.8,1007.2,0
2025-03-18,Toronto,Canada,18.6,55.0,4.2,1012.1,0
2025-03-19,New York,USA,23.7,57.3,4.2,1017.0,0
2025-03-19,London,UK,18.0,69.6,4.2,1019.4,1.5
2025-03-19,Tokyo,Japan,23.6,71.5,3.4,1019.9,0.8
2025-03-19,Singapore,Singapore,31.7,81.5,2.8,1009.1,8.2
2025-03-19,Sydney,Australia,11.4,72.4,6.1,1014.9,0.3
2025-03-19,Cairo,Egypt,31.7,34.0,5.9,1006.6,0
2025-03-19,São Paulo,Brazil,14.7,70.8,3.2,1006.0,0
2025-03-19,Toronto,Canada,20.5,52.1,5.1,1009.3,0
2025-03-20,New York,USA,23.4,57.2,3.9,1018.8,0
2025-03-20,London,UK,18.8,72.7,4.8,1017.0,6.8
2025-03-20,Tokyo,Japan,23.2,68.2,3.2,1017.8,0
2025-03-20,Singapore,Singapore,32.6,79.4,4.1,1008.6,11.1
2025-03-20,Sydney,Australia,10.3,70.6,7.2,1011.4,2.4
2025-03-20,Cairo,Egypt,30.6,30.7,5.0,1003.6,0
2025-03-20,São Paulo,Brazil,15.0,67.8,3.4,1006.4,0
2025-03-20,Toronto,Canada,20.3,52.1,4.8,1012.7,0
2025-03-21,New York,USA,24.1,54.8,4.1,1020.1,0
2025-03-21,London,UK,18.5,68.7,5.0,1018.3,1.4
2025-03-21,Tokyo,Japan,22.4,68.4,3.8,1018.6,3.4
2025-03-21,Singapore,Singapore,31.4,78.8,3.9,1010.4,7.3
2025-03-21,Sydney,Australia,10.8,69.7,6.1,1014.5,0.1
2025-03-21,Cairo,Egypt,31.3,35.9,4.4,1005.0,0
2025-03-21,São Paulo,Brazil,15.7,69.4,3.6,1006.1,0.1
2025-03-21,Toronto,Canada,19.7,54.3,4.7,1010.8,0
2025-03-22,New York,USA,25.1,57.1,3.5,1019.6,0
2025-03-22,London,UK,18.0,71.1,4.6,1019.6,0
2025-03-22,Tokyo,Japan,24.1,67.9,4.4,1017.3,0
2025-03-22,Singapore,Singapore,32.1,78.8,3.5,1010.6,11.1
2025-03-22,Sydney,Australia,9.7,70.1,6.3,1014.5,0
2025-03-22,Cairo,Egypt,31.9,34.1,4.1,1004.6,0
2025-03-22,São Paulo,Brazil,16.8,69.3,3.6,1009.7,0
2025-03-22,Toronto,Canada,19.8,55.0,3.7,1014.3,0
2025-03-23,New York,USA,23.9,57.4,4.4,1019.2,0
2025-03-23,London,UK,18.4,70.8,4.9,1018.8,0
2025-03-23,Tokyo,Japan,22.7,67.0,4.7,1020.2,2.2
2025-03-23,Singapore,Singapore,33.4,79.9,4.1,1007.7,4.3
2025-03-23,Sydney,Australia,10.3,67.9,6.7,1010.3,0
2025-03-23,Cairo,Egypt,32.6,33.1,4.6,1005.5,0
2025-03-23,São Paulo,Brazil,16.3,67.7,3.8,1006.8,3.1
2025-03-23,Toronto,Canada,20.8,55.4,3.3,1014.0,0
2025-03-24,New York,USA,23.8,56.1,3.6,1020.9,0
2025-03-24,London,UK,17.5,71.6,4.6,1018.2,0.3
2025-03-24,Tokyo,Japan,23.3,69.4,4.3,1017.7,2.6
2025-03-24,Singapore,Singapore,33.0,80.4,4.6,1008.8,4.4
2025-03-24,Sydney,Australia,11.5,69.1,6.1,1013.1,2.3
2025-03-24,Cairo,Egypt,33.2,31.9,4.4,1007.0,0
2025-03-24,São Paulo,Brazil,15.6,69.6,3.2,1007.4,2.5
2025-03-24,Toronto,Canada,20.6,56.0,2.9,1015.0,0
2025-03-25,New York,USA,24.2,55.5,4.3,1018.6,0
2025-03-25,London,UK,18.9,74.0,5.5,1017.0,0
2025-03-25,Tokyo,Japan,23.0,66.3,4.5,1016.8,0
2025-03-25,Singapore,Singapore,33.9,76.6,3.6,1008.0,0.7
2025-03-25,Sydney,Australia,10.0,66.3,6.2,1010.7,0
2025-03-25,Cairo,Egypt,34.3,32.4,3.6,1006.2,0
2025-03-25,São Paulo,Brazil,14.8,69.1,2.3,1008.9,0
2025-03-25,Toronto,Canada,19.9,53.7,3.0,1013.4,0
2025-03-26,New York,USA,22.2,59.3,3.9,1020.8,0
2025-03-26,London,UK,17.2,71.5,5.4,1017.3,1.5
2025-03-26,Tokyo,Japan,24.1,70.2,5.4,1015.5,3.6
2025-03-26,Singapore,Singapore,33.0,78.3,4.6,1005.2,9.3
2025-03-26,Sydney,Australia,11.6,68.2,7.0,1010.3,0
2025-03-26,Cairo,Egypt,32.4,29.9,4.2,1004.1,0
2025-03-26,São Paulo,Brazil,15.2,66.9,2.5,1010.0,0
2025-03-26,Toronto,Canada,21.0,52.5,3.0,1015.6,0
2025-03-27,New York,USA,23.6,61.4,4.8,1018.1,0
2025-03-27,London,UK,18.6,74.6,5.5,1015.1,3.8
2025-03-27,Tokyo,Japan,23.9,70.8,4.4,1018.0,0.0
2025-03-27,Singapore,Singapore,34.3,79.7,3.4,1006.4,10.8
2025-03-27,Sydney,Australia,10.8,65.3,6.0,1011.8,0
2025-03-27,Cairo,Egypt,33.8,31.5,3.4,1007.7,0
2025-03-27,São Paulo,Brazil,15.3,70.3,2.6,1010.8,0
2025-03-27,Toronto,Canada,19.5,53.8,3.2,1017.5,0
2025-03-28,New York,USA,22.2,58.3,5.0,1018.1,0
2025-03-28,London,UK,18.7,72.1,6.5,1016.7,0
2025-03-28,Tokyo,Japan,22.2,65.4,5.1,1016.3,0
2025-03-28,Singapore,Singapore,34.1,79.6,4.5,1005.3,5.3
2025-03-28,Sydney,Australia,11.9,65.1,5.6,1011.5,0.5
2025-03-28,Cairo,Egypt,33.5,32.1,2.8,1005.7,0
2025-03-28,São Paulo,Brazil,16.2,71.0,1.5,1009.9,1.3
2025-03-28,Toronto,Canada,20.4,56.7,3.4,1016.8,0
2025-03-29,New York,USA,23.1,57.6,4.8,1019.4,0
2025-03-29,London,UK,18.1,72.5,6.0,1014.6,3.8
2025-03-29,Tokyo,Japan,23.8,69.4,5.6,1015.4,3.3
2025-03-29,Singapore,Singapore,33.9,76.1,4.7,1006.0,6.0
2025-03-29,Sydney,Australia,12.1,66.6,5.4,1011.3,0
2025-03-29,Cairo,Egypt,33.0,29.1,3.5,1006.1,0
2025-03-29,São Paulo,Brazil,16.2,69.4,2.8,1009.7,2.0
2025-03-29,Toronto,Canada,20.6,56.1,3.8,1015.0,0
2025-03-30,New York,USA,22.0,63.0,5.2,1020.0,0
2025-03-30,London,UK,18.3,75.8,6.4,1015.8,3.1
2025-03-30,Tokyo,Japan,22.5,70.4,4.6,1015.1,0
2025-03-30,Singapore,Singapore,33.4,74.7,4.6,1005.6,3.8
2025-03-30,Sydney,Australia,11.2,65.5,5.7,1011.5,0
2025-03-30,Cairo,Egypt,35.4,29.9,3.8,1007.0,0
2025-03-30,São Paulo,Brazil,15.2,70.6,2.3,1012.0,3.3
2025-03-30,Toronto,Canada,20.0,53.9,4.0,1015.9,0
2025-03-31,New York,USA,23.2,60.8,4.7,1019.9,0
2025-03-31,London,UK,18.7,70.4,7.1,1016.3,3.0
2025-03-31,Tokyo,Japan,24.6,65.5,4.8,1012.9,0
2025-03-31,Singapore,Singapore,33.9,73.8,3.0,1006.0,3.4
2025-03-31,Sydney,Australia,11.6,66.4,5.2,1009.5,0
2025-03-31,Cairo,Egypt,35.2,27.6,2.7,1005.8,0
2025-03-31,São Paulo,Brazil,16.7,72.3,2.3,1013.7,5.7
2025-03-31,Toronto,Canada,20.9,52.5,4.3,1017.1,0
2025-04-01,New York,USA,22.0,60.9,5.9,1019.2,0
2025-04-01,London,UK,18.5,72.0,5.9,1013.9,5.9
2025-04-01,Tokyo,Japan,24.9,69.8,4.8,1012.8,2.4
2025-04-01,Singapore,Singapore,35.0,76.7,3.8,1003.9,7.6
2025-04-01,Sydney,Australia,11.4,62.6,5.7,1012.4,0
2025-04-01,Cairo,Egypt,35.2,31.2,2.8,1008.8,0
2025-04-01,São Paulo,Brazil,16.0,72.0,2.3,1011.6,5.9
2025-04-01,Toronto,Canada,19.7,54.8,3.1,1019.9,0
2025-04-02,New York,USA,23.2,60.3,5.9,1020.0,0
2025-04-02,London,UK,17.5,72.0,6.5,1014.0,0
2025-04-02,Tokyo,Japan,24.1,65.3,4.4,1014.8,0.7
2025-04-02,Singapore,Singapore,34.2,76.5,3.5,1005.0,4.9
2025-04-02,Sydney,Australia,11.5,66.4,5.7,1010.2,1.0
2025-04-02,Cairo,Egypt,35.0,26.6,2.1,1007.3,0
2025-04-02,São Paulo,Brazil,14.3,68.0,2.2,1013.3,0.7
2025-04-02,Toronto,Canada,19.8,54.6,4.3,1017.3,0
2025-04-03,New York,USA,22.5,61.7,5.2,1019.3,0
2025-04-03,London,UK,16.6,75.2,6.9,1014.3,0.1
2025-04-03,Tokyo,Japan,23.7,68.2,4.4,1011.8,0.8
2025-04-03,Singapore,Singapore,34.8,71.6,3.4,1002.6,0
2025-04-03,Sydney,Australia,12.8,66.4,4.8,1011.9,0
2025-04-03,Cairo,Egypt,35.9,29.7,2.9,1009.5,0
2025-04-03,São Paulo,Brazil,14.7,70.8,1.4,1016.1,5.4
2025-04-03,Toronto,Canada,20.8,56.2,4.3,1019.7,0
2025-04-04,New York,USA,22.1,63.1,5.8,1019.5,0
2025-04-04,London,UK,18.1,71.5,6.5,1014.8,0
2025-04-04,Tokyo,Japan,25.6,64.7,5.0,1013.2,0
2025-04-04,Singapore,Singapore,35.3,71.8,3.2,1004.2,4.5
2025-04-04,Sydney,Australia,12.6,61.6,5.4,1013.0,0
2025-04-04,Cairo,Egypt,35.6,28.7,3.3,1007.2,0
2025-04-04,São Paulo,Brazil,15.3,72.6,2.4,1016.2,4.3
2025-04-04,Toronto,Canada,20.7,59.8,3.8,1019.0,0
2025-04-05,New York,USA,21.5,63.4,5.4,1019.5,0
2025-04-05,London,UK,18.0,72.2,6.4,1013.7,5.3
2025-04-05,Tokyo,Japan,23.8,63.1,5.1,1011.0,0
2025-04-05,Singapore,Singapore,36.3,73.6,2.3,1004.1,1.2
2025-04-05,Sydney,Australia,13.2,61.3,5.3,1011.4,0
2025-04-05,Cairo,Egypt,34.4,26.8,1.9,1008.4,0
2025-04-05,São Paulo,Brazil,14.0,72.5,1.8,1016.9,2.3
2025-04-05,Toronto,Canada,18.9,60.2,4.2,1019.6,0
2025-04-06,New York,USA,22.4,62.7,6.0,1016.5,0
2025-04-06,London,UK,18.0,70.9,6.5,1012.1,0
2025-04-06,Tokyo,Japan,24.9,66.0,4.5,1009.2,0
2025-04-06,Singapore,Singapore,35.7,72.3,2.5,1002.6,3.2
2025-04-06,Sydney,Australia,13.3,66.1,4.6,1012.0,0
2025-04-06,Cairo,Egypt,35.2,26.3,2.1,1010.4,0
2025-04-06,São Paulo,Brazil,13.4,69.0,2.9,1017.1,0
2025-04-06,Toronto,Canada,19.1,55.4,5.3,1019.4,0
2025-04-07,New York,USA,21.9,62.5,5.7,1016.4,0
2025-04-07,London,UK,18.2,72.3,6.1,1012.5,1.3
2025-04-07,Tokyo,Japan,24.5,66.9,3.8,1009.3,0
2025-04-07,Singapore,Singapore,35.7,73.0,1.7,1001.5,5.2
2025-04-07,Sydney,Australia,13.3,62.7,3.7,1011.7,0
2025-04-07,Cairo,Egypt,34.8,26.8,3.4,1010.8,0
2025-04-07,São Paulo,Brazil,13.5,69.5,1.8,1016.4,0
2025-04-07,Toronto,Canada,17.8,57.1,4.4,1020.5,0
2025-04-08,New York,USA,21.4,62.4,5.5,1018.4,0
2025-04-08,London,UK,18.1,74.0,6.4,1012.3,2.4
2025-04-08,Tokyo,Japan,26.6,62.5,4.9,1012.1,0
2025-04-08,Singapore,Singapore,36.5,72.7,2.1,1001.6,5.9
2025-04-08,Sydney,Australia,13.5,62.8,4.3,1014.4,0
2025-04-08,Cairo,Egypt,35.2,26.1,3.5,1010.0,0
2025-04-08,São Paulo,Brazil,13.8,72.4,2.2,1017.6,0
